"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"OO" 0 0 0.000131373861419201 0.000102682783748908 0 211 -Inf 0
"OP" 0 0 0.000294900500993688 0.000232096852849482 0 211 -Inf 0
"OR" 0 0 2.44767671110642e-06 2.40039067482488e-06 0 211 -Inf 0
"OT" 0.000830847882397992 0.000664784616951814 0.00105236362938865 0.000862507584132433 0.00398050311722187 211 -0.721539944185188 0.470577373855726
"OU" 0 0 3.84719805753667e-06 3.7768612455021e-06 0 211 -Inf 0
"OX" 0 0 7.55489021446354e-07 7.12975821974205e-07 0 211 -Inf 0
"OY" 0 0 2.01528883913272e-05 1.90879629264914e-05 0 211 -Inf 0
"OZ" 0 0 6.49148982451831e-06 5.5894998737563e-06 0 211 -Inf 0
"PA" 0 0 4.59996895611782e-06 4.45560971056978e-06 0 211 -Inf 0
"PC" 0 0 3.73394596080556e-05 3.69439164322567e-05 0 211 -Inf 0
"PD" 0 0 6.05228888532376e-07 6.02896394846245e-07 0 211 -Inf 0
"PE" 0 0 1.37865143651578e-05 1.36080870084014e-05 0 211 -Inf 0
"PF" 0 0 1.0483050584493e-07 1.04681662321909e-07 0 211 -Inf 0
"PG" 0 0 0 0 0 211 NA NA
"PH" 0 0 2.57311241619373e-07 2.55297190580512e-07 0 211 -Inf 0
"PI" 0 0 2.90657590932213e-05 2.77972546978559e-05 0 211 -Inf 0
"PJ" 0 0 4.60875541839812e-06 4.44271409823139e-06 0 211 -Inf 0
"PK" 0 0 5.19703581464068e-06 5.14842862264042e-06 0 211 -Inf 0
"PM" 0 0 8.46649047010796e-05 8.31001965500973e-05 0 211 -Inf 0
"PN" 0.000339784353851272 0.000335073404845734 9.35526070188284e-05 9.24279266227401e-05 0.00305976467050903 211 1.15192818452982 0.249350585357167
"PO" 0 0 0.00029723341637564 0.000286880506965832 0 211 -Inf 0
"PQ" 0 0 1.51711816866855e-05 1.51311502643583e-05 0 211 -Inf 0
"PS" 0 0 0.000100592989269614 9.79103883775472e-05 0 211 -Inf 0
"PT" 0.00103219298163112 0.000817874317406839 0.000718906630548478 0.000566652184421137 0.00497905319978957 211 0.732912889699842 0.463611560960323
"PU" 0 0 2.87199933829679e-05 2.839266828892e-05 0 211 -Inf 0
"PW" 0.00107901086682298 0.000726849378521427 0.00126106694267299 0.000834667162160867 0.00592494546786775 211 -0.264330495524811 0.791525263640485
"PY" 0.0263283966325896 0.0162946048424685 0.0334712708968167 0.0202910328665664 0.0309939338128034 211 -1.87299458626074 0.0610691325748231
"PZ" 0 0 1.41553941521801e-05 1.4072051412972e-05 0 211 -Inf 0
"QA" 0.00614401611580655 0.00381605504980619 0.00843284478495015 0.00520217819691106 0.0128641713650968 211 -1.56516896128052 0.117543297254313
"QC" 0 0 2.193725937207e-06 2.14946721403658e-06 0 211 -Inf 0
"QD" 0 0 0 0 0 211 NA NA
"QE" 0 0 0.000325755830225283 0.000281567114475298 0 211 -Inf 0
"QF" 0 0 4.90746860107666e-06 4.84023095374721e-06 0 211 -Inf 0
"QG" 0 0 4.70244643078377e-06 4.65967307086674e-06 0 211 -Inf 0
"QH" 0 0 2.45310500545039e-06 2.43270300273856e-06 0 211 -Inf 0
"QJ" 0 0 1.64361652124952e-06 1.58541528854356e-06 0 211 -Inf 0
"QK" 0 0 2.71877272458994e-07 2.67799529278946e-07 0 211 -Inf 0
"QQ" 0 0 2.28393517922331e-05 2.26871253444174e-05 0 211 -Inf 0
"QU" 0.000364564345607 0.000320065201103297 0.00131314589235962 0.00113997158918171 0.00464454241866643 211 -2.56426298927154 0.0103395168251353
