"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"AA" 0.0015625 0.00141355459373047 0.000541798944307156 0.000490663214959235 0.0159442108632596 128 0.654866153313611 0.512553933788689
"AC" 0 0 2.82119782862262e-05 2.77799842296961e-05 0 128 -Inf 0
"AD" 0 0 2.33257216466817e-05 2.17200581217208e-05 0 128 -Inf 0
"AE" 0 0 1.03586102231868e-06 9.89436044873749e-07 0 128 -Inf 0
"AF" 0 0 5.84405867498986e-07 5.76572786591426e-07 0 128 -Inf 0
"AH" 0 0 2.24544750694837e-05 2.06719304214323e-05 0 128 -Inf 0
"AI" 0 0 2.46352764742975e-06 2.42338709847183e-06 0 128 -Inf 0
"AM" 0 0 3.232354135111e-06 3.08060064230364e-06 0 128 -Inf 0
"AQ" 0 0 0.000298107507279774 0.000263939046199967 0 128 -Inf 0
"AY" 0.00015625 9.23292177415092e-05 0.00106012364418576 0.000616243707741894 0.00104299039542204 128 -5.6830972214851 1.32277022128118e-08
"AZ" 0 0 2.74633931872783e-05 2.24911749019958e-05 0 128 -Inf 0
"BA" 0.00216804707870029 0.00138967413836371 0.0114846257403052 0.00746080485233274 0.00949095722949569 128 -7.23709964086822 4.58381392688319e-13
"BD" 0 0 2.60053050788412e-06 2.52365750789386e-06 0 128 -Inf 0
"BF" 0 0 0.00015587113756298 0.000140337488715823 0 128 -Inf 0
"BI" 0 0 1.01819568256881e-05 1.00245021685342e-05 0 128 -Inf 0
"BK" 0 0 2.1170492168833e-06 2.07177544763316e-06 0 128 -Inf 0
"BM" 0 0 1.43216466835786e-06 1.41165674750424e-06 0 128 -Inf 0
"BP" 0 0 6.1487240726853e-06 5.87334457723669e-06 0 128 -Inf 0
"BQ" 0 0 7.99825995644385e-06 6.91274739917147e-06 0 128 -Inf 0
"BU" 0 0 1.14416364684455e-05 1.14293292904767e-05 0 128 -Inf 0
"BV" 0.0001220703125 7.17229952055225e-05 0.0010931546181501 0.000619457075103851 0.00080910031954905 128 -7.65900539797481 1.87378523661239e-14
"CN" 0.004430635951395 0.00241883000121036 0.00816902258571579 0.00428097560301688 0.00894956563517026 128 -2.35405531176985 0.0185698476594114
"CO" 0.000220070422535211 0.00017879883464154 0.0015711359141938 0.00126247389472691 0.00201841830028976 128 -6.07425315935038 1.24566082095245e-09
"CQ" 0.0139779595188516 0.0103478732719985 0.0181105261189343 0.0132723878280715 0.0319468289331243 128 -1.03569294021985 0.300345416984238
