"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"GM" 0.000295702927392026 0.000205325063610065 0.00255393138138757 0.00177474255732096 0.00152352716340882 158 -12.9484215802274 2.39834665526682e-38
"GU" 0.00178348839896642 0.00164573258230211 0.000449421874480158 0.000415913999307581 0.00738452120388989 158 2.09337605749298 0.0363155979864896
"GY" 0 0 0.000176815025293825 0.000174408143629654 0 158 -Inf 0
"HA" 0 0 0.000127656988115381 0.000120895826489762 0 158 -Inf 0
"HB" 0.000147188695908154 0.000136423910609712 6.33314583073762e-05 5.86255001288571e-05 0.00171447150243378 158 0.570386182952671 0.568415798868214
"HE" 0.000421940928270042 0.000330582926346306 0.000239685659582766 0.000190037998241541 0.00415114460268386 158 0.425574756302027 0.67041773793437
"HF" 0 0 6.3762427225686e-05 5.70355659190616e-05 0 158 -Inf 0
"HI" 0.00157036196935714 0.00134916336727371 0.000352808166372278 0.000308832483337087 0.00859687348238021 158 1.5211060703601 0.128233221383791
"HL" 0.000812557082795528 0.000686056255994429 0.000808919508253048 0.00067811578235564 0.00536066810017566 158 0.018618986308516 0.985145056577175
"HQ" 0 0 7.68568944026235e-05 7.4047426325183e-05 0 158 -Inf 0
"HT" 0.000183613676602666 0.000154209193619599 0.000441736429184305 0.000367521715165227 0.001119036537779 158 -2.39607620355422 0.0165716446519032
"HY" 0.00365198643323285 0.00245071397550859 0.00669965742043091 0.00433489143061132 0.00746882200681767 158 -3.17101456480692 0.00151907526447422
"IA" 0.0106563705502284 0.00699263092239455 0.0172091738253798 0.0110349385073841 0.0251283610257194 158 -2.0220585976557 0.0431702985693558
"ID" 0 0 1.42591479815644e-05 1.39102911024509e-05 0 158 -Inf 0
"IF" 0 0 5.94872608969498e-05 5.71726428368316e-05 0 158 -Inf 0
"IG" 0.00324572349356958 0.00241545289286386 0.00431139232899385 0.00316189881627115 0.00923656535040569 158 -1.01581912880908 0.309715525151452
"IH" 0 0 4.97817718785762e-05 4.81417605640215e-05 0 158 -Inf 0
"II" 0.000140646976090014 0.000135261668413199 4.66793578374729e-05 4.50268413648179e-05 0.00169892925470001 158 0.667617080103885 0.504378052159257
"IJ" 0.000372300819061802 0.000358834277480421 0.000147632015691106 0.000142828781087438 0.00450808237312376 158 0.602284244895471 0.546984946364371
"IK" 0 0 2.26332993712472e-05 2.22138173192196e-05 0 158 -Inf 0
"IL" 0 0 3.62052417440366e-07 3.55749243453013e-07 0 158 -Inf 0
"IM" 0 0 2.71492819811744e-05 2.65373369789733e-05 0 158 -Inf 0
"IO" 0 0 3.29926290991694e-06 3.2686556591089e-06 0 158 -Inf 0
"IP" 0 0 2.78426248819642e-06 2.75160212127558e-06 0 158 -Inf 0
"IQ" 0.000463554880212064 0.000449412509156556 0.00166390498069327 0.00161233677254419 0.00334817956931011 158 -4.36587435727023 1.26615247865536e-05
"IU" 0 0 6.39637281270176e-05 6.28688282538579e-05 0 158 -Inf 0
"IX" 0 0 2.52767009699097e-06 2.51737336786803e-06 0 158 -Inf 0
"IY" 0.00114156105667383 0.000986873577198003 0.000303417753604683 0.0002617266710183 0.0109331515142965 158 0.833698797675987 0.404450735829996
"JA" 0.00046543045377156 0.000439971729386114 0.000766885431546541 0.000725036136045474 0.00317535396364185 158 -1.1284423943995 0.259133132145324
"JB" 0.000230149597238205 0.000224676806085526 1.86353953326874e-05 1.82499748254697e-05 0.00282323912358515 158 0.919066689252096 0.358060691234821
"JI" 0.000372300819061802 0.000320464242567896 0.000253162462958562 0.000221381210004886 0.00402547352329963 158 0.309393267607422 0.75702239101311
"JM" 0 0 2.84534852856102e-06 2.59893673171874e-06 0 158 -Inf 0
"JO" 0 0 9.93825084801637e-05 8.87418746944794e-05 0 158 -Inf 0
"JS" 0 0 5.24775502777522e-06 4.97114044002065e-06 0 158 -Inf 0
"JU" 0 0 7.95271694507989e-05 7.39292339326666e-05 0 158 -Inf 0
"JW" 0 0 5.9898657461441e-08 5.7984659631158e-08 0 158 -Inf 0
"JY" 0.0309280125906288 0.0267784203122065 0.00094264714810083 0.000835300710328195 0.0710895093769878 158 4.58717410880207 4.49285979294715e-06
"KA" 0 0 5.30703708112536e-06 5.09794916374691e-06 0 158 -Inf 0
"KI" 0.000306091952914863 0.000264436308845905 0.00371015500302227 0.00313594211814622 0.00272259829636117 158 -13.2572874911004 4.09439181475143e-40
"KM" 0.0147272057873124 0.0104402901207052 0.0139576700819131 0.0095312168092173 0.0322261275837962 158 0.354584158713748 0.722901145518433
"KU" 0 0 9.1407385378519e-06 9.00589780694986e-06 0 158 -Inf 0
"KV" 0 0 7.50491140743805e-06 7.34781550212014e-06 0 158 -Inf 0
"KY" 0 0 3.87757528354718e-06 3.85499612042514e-06 0 158 -Inf 0
"LE" 6.2664494297531e-05 6.1876930784001e-05 3.28319633544291e-05 3.24377072834255e-05 0.00077751801226268 158 0.475931483986603 0.634123191282472
"LI" 0.00982295096646909 0.00509030572919342 0.00531574608524175 0.00273092217344776 0.0150903726180912 158 1.96529218852185 0.0493804291789506
"LJ" 0.00486937362048093 0.00350923872744373 0.00164256527428425 0.00119641266627901 0.0113677251680283 158 2.55739581720563 0.0105459142623655
"LQ" 0 0 0.000363198745625917 0.000311329968005461 0 158 -Inf 0
"MA" 0.00236252518661786 0.00185204807574292 0.00593670028990882 0.00449935475973783 0.00973818191758042 158 -3.41707818901333 0.000632970976531902
"MC" 0.00114094765731996 0.00077803763039293 0.000864148137604241 0.000572700703791174 0.00368829602450184 158 0.6997933810119 0.484056348960554
"ML" 0 0 8.02593340739016e-06 6.48427946807781e-06 0 158 -Inf 0
"MM" 0 0 6.57381958141777e-06 6.49881798333781e-06 0 158 -Inf 0
"MQ" 0 0 0.000103411475006537 8.73203595472342e-05 0 158 -Inf 0
"MR" 0 0 1.84727722291754e-05 1.78623798181764e-05 0 158 -Inf 0
"MU" 0.000486854917234664 0.000443951963907128 5.72072892760668e-06 5.22783752377593e-06 0.00557567298586655 158 0.989060292970517 0.322633643332296
"MW" 0 0 2.59739431578407e-05 2.41956915253913e-05 0 158 -Inf 0
"MY" 0.00288601155431425 0.00207562919003671 0.00327198249612285 0.00240069409618496 0.00681945567803954 158 -0.599168424106497 0.549060576811601
"NE" 0.00455543576273332 0.00376625982424357 0.00346007721183814 0.00284791215799607 0.0171414017752317 158 0.673425156292968 0.50067684885501
"NI" 0.00232632876330679 0.00190658986915127 0.00870059929431603 0.00689029172303535 0.013492668094619 158 -4.64282975691521 3.43669516464795e-06
"NM" 0 0 3.36711501749196e-06 3.3022962880088e-06 0 158 -Inf 0
"NN" 0 0 0.000984351171957393 0.000851086866654593 0 158 -Inf 0
"NQ" 0.000635082615020518 0.000573471560684705 0.000438004582802446 0.00040175552216137 0.006546474775726 158 0.329709837585351 0.741619219725917
"NS" 0.000124100273020601 0.000118841201781181 0.000156276367289233 0.000149100332242497 0.00149239433620027 158 -0.254859833533884 0.798831360209253
"NU" 0 0 0.000101257343244974 9.82742491203983e-05 0 158 -Inf 0
"OA" 0.000307920931259999 0.000292469848085207 0.000127335070423898 0.000120724857861879 0.00272489245322294 158 0.792251837217933 0.428213848527403
"OE" 0 0 4.38523109246035e-06 4.34100658792607e-06 0 158 -Inf 0
"OI" 0.000723327305605787 0.00048683494226789 0.000464547460581048 0.000304475282089782 0.00437493457198575 158 0.523945066376786 0.600316748464142
"OM" 0 0 6.87906984674301e-05 6.58505541502102e-05 0 158 -Inf 0
"OO" 0 0 4.22270430169772e-05 3.43208325358324e-05 0 158 -Inf 0
"OP" 0 0 0.000151900582555966 0.000117544804355567 0 158 -Inf 0
"OR" 0 0 2.09761169276166e-06 2.05444623063058e-06 0 158 -Inf 0
"OT" 0.00179897966955541 0.00138123308745176 0.00152311677253454 0.00119742704086088 0.00947586990216963 158 0.243819955725382 0.807370264240489
"OU" 0 0 8.68064873788e-06 8.41905806581822e-06 0 158 -Inf 0
"OX" 0 0 7.47935272627758e-07 6.98026530573804e-07 0 158 -Inf 0
"OY" 0 0 9.02972854982692e-05 8.43189384764205e-05 0 158 -Inf 0
"OZ" 0 0 6.33200186172171e-06 5.3639942983353e-06 0 158 -Inf 0
"PA" 0 0 2.39834473337226e-06 2.31239480738618e-06 0 158 -Inf 0
"PC" 0 0 6.43758704558413e-05 6.3592235405582e-05 0 158 -Inf 0
"PD" 0 0 5.13898129862106e-07 5.12141310263164e-07 0 158 -Inf 0
"PE" 0 0 7.20128997837894e-05 7.06521495417372e-05 0 158 -Inf 0
"PF" 0 0 2.03692597936195e-07 2.03398432085208e-07 0 158 -Inf 0
"PG" 0 0 9.88327848113776e-08 9.8325174221889e-08 0 158 -Inf 0
"PH" 0 0 7.14453866106344e-08 7.08126074472802e-08 0 158 -Inf 0
"PI" 0 0 0.000200090594497895 0.0001864003815985 0 158 -Inf 0
"PJ" 0 0 4.09993261154996e-06 3.86882309466587e-06 0 158 -Inf 0
"PK" 0 0 1.10927801271484e-05 1.0922826432375e-05 0 158 -Inf 0
"PM" 0.000113019891500904 0.000109869425324088 0.000195123178654971 0.00018929063404014 0.0013806221706691 158 -0.723086398856901 0.469626804884613
"PN" 0.000311267897904129 0.0003055138727792 0.000440299136469872 0.000432085640904375 0.00383777163223152 158 -0.414558917957831 0.678464827619105
"PO" 0.000880673697142963 0.000838229744552594 0.000650590340604207 0.000618920145430136 0.0048612984526684 158 0.567066379933334 0.570669083515043
"PQ" 0 0 6.24945167785144e-05 6.21896713327651e-05 0 158 -Inf 0
"PS" 0.000103755965968043 0.000100379991301987 0.000116215844017614 0.000112773088333168 0.0012614291602494 158 -0.123493906001281 0.901715999661311
"PT" 0.00043943519500045 0.000359588669672942 0.000523534296038783 0.000425443244954732 0.00281972722489486 158 -0.293567111125848 0.76908871043157
"PU" 0 0 8.46469345008497e-05 8.31804082264173e-05 0 158 -Inf 0
"PW" 0.000470850494740199 0.00032477866009163 0.00085604643707309 0.000564737854843403 0.00266681415397135 158 -1.13102756076414 0.25804349142438
"PY" 0.011107519666255 0.00774230726582237 0.0114750039627319 0.00779666454214054 0.0207291248754418 158 -0.0329613706631153 0.973705392635791
"PZ" 0 0 2.36329775311352e-05 2.33835602157968e-05 0 158 -Inf 0
"QA" 0.00651419666089301 0.00396503954143276 0.00875201133718875 0.00501504660886046 0.0104874892218796 158 -1.25848846195987 0.20821515736276
"QC" 0 0 5.81466217306938e-07 5.6688099505877e-07 0 158 -Inf 0
"QD" 0 0 3.90129413729122e-08 3.85720285055637e-08 0 158 -Inf 0
"QE" 0 0 0.000286700682597331 0.000240540585719676 0 158 -Inf 0
"QF" 0 0 3.13668156391301e-06 3.07423828424972e-06 0 158 -Inf 0
"QG" 0 0 8.65128199289672e-06 8.51274359810334e-06 0 158 -Inf 0
"QH" 0 0 4.40674501104713e-06 4.34600938149132e-06 0 158 -Inf 0
"QJ" 0 0 4.32647402380423e-06 4.09321718338113e-06 0 158 -Inf 0
"QK" 0 0 3.68015431375875e-07 3.61228118229271e-07 0 158 -Inf 0
"QQ" 0.000203311470387545 0.000201215540166444 4.46166406640819e-05 4.41850468035201e-05 0.00191002318847659 158 1.03341294842034 0.301410689459266
"QU" 0.000257006676981547 0.000217667336806185 0.000798491185598013 0.000661970397699257 0.00192959920028103 158 -2.8942812971173 0.00380027542760963
"RA" 0.0010169744589286 0.000735091058968116 0.000519680442852399 0.000364159039802812 0.00388916577246675 158 1.19885431871988 0.230584597005284
"RB" 0.000245699084770909 0.000225126738935624 0.000206096961728785 0.000189563860307716 0.00200292602276001 158 0.223182707554674 0.823393309906784
"RE" 6.2664494297531e-05 6.21008071578967e-05 1.16051008286607e-06 1.15033308733573e-06 0.000780446561181912 158 0.981663085360234 0.326265857154972
"RO" 0.00181927725910993 0.000999227796241398 0.000797921533570232 0.000417599759950061 0.00489222533802404 158 1.49440194306356 0.135070594023246
"RP" 0.00174861791641881 0.00131828057915151 8.10880023253885e-05 6.26542627156829e-05 0.00958030532118121 158 1.64743998592078 0.0994676421934309
"RQ" 0 0 1.96786425369409e-05 1.60327313618497e-05 0 158 -Inf 0
"RT" 0.0904384052865635 0.0423603228174409 0.0975849160276244 0.0450144045071477 0.0656595050720021 158 -0.508095354905683 0.611386472693469
"RU" 0.294754979272182 0.106696356382083 0.324858879605778 0.1185269504981 0.0412840775453184 158 -3.60207302618601 0.000315689647764921
"RX" 0.0118236861109852 0.0053366073550287 0.0159316081230218 0.00723296493122073 0.0114669375791464 158 -2.07874551937767 0.0376407467522345
"RY" 0 0 8.40983616613309e-05 7.99128710499846e-05 0 158 -Inf 0
"RZ" 0 0 0.000286408747594171 0.00023742841557439 0 158 -Inf 0
"SA" 0.00471201081490487 0.00353877980200735 0.00207602450297354 0.00157157548585221 0.0105780530173982 158 2.33761116394108 0.0194074282853978
"SD" 0.00232699561196011 0.00202367372498359 0.00126187985194498 0.00108307011410867 0.0170303595571123 158 0.694242773675805 0.487529972299041
"SI" 0 0 2.20382306488025e-05 2.15251497758129e-05 0 158 -Inf 0
"SR" 0 0 5.62329784692731e-06 5.53865010226745e-06 0 158 -Inf 0
"SU" 0.00358918505138592 0.00304289155361692 0.00679952263136635 0.00571653302157831 0.0172273808366539 158 -1.95079869954746 0.051080996617968
"SY" 5.18779829840216e-05 5.03432438683938e-05 0.000513184341670073 0.000496579348590864 0.000632495498667331 158 -8.86820676556623 7.43332115119534e-19
"TA" 0 0 2.59362443044125e-05 2.42276204270723e-05 0 158 -Inf 0
"TC" 0.00310954282137077 0.00264188381610633 0.00381355868996116 0.00324581875379289 0.0102639015250031 158 -0.739615869779594 0.459533109439382
"TD" 0.00665788165479077 0.00513516277253729 0.00438465717754354 0.00335316409258594 0.034999803668965 158 0.639985763618611 0.522181854848621
"TE" 0 0 1.56695189955547e-05 1.54211269451846e-05 0 158 -Inf 0
"TI" 0 0 0.000181143053900622 0.000147334439702465 0 158 -Inf 0
"TM" 0.00379997086525227 0.00251077860551273 0.00661419692541075 0.00415681760093815 0.0149778159109344 158 -1.38140229964327 0.167155299215164
"TQ" 0.00186504882829808 0.00137308252361145 0.00553757712903277 0.00399974076358875 0.00685788368447556 158 -4.81439809036661 1.47644224967448e-06
"TU" 0.0122046342791364 0.0067678758030121 0.0367580610613026 0.0193468075387814 0.0186197658629742 158 -8.49176736820062 2.03518082163628e-17
"UA" 0.000113019891500904 0.000101203375227424 0.000105434154201285 9.50714335641011e-05 0.00127170512233306 158 0.0606094213017456 0.951670270206817
"UB" 0.000113019891500904 0.000110251171244548 0.000177383590796998 0.000172644336555554 0.00138541348190387 158 -0.566090872616794 0.571332007685906
"UE" 0.000155633948952065 0.000143889151185981 0.000372503950917326 0.000343768393318823 0.00180650947281058 158 -1.39077217858879 0.164294522184719
"UF" 0 0 0.000334529931474968 0.000324764553968723 0 158 -Inf 0
"UH" 0.000264747249110615 0.000255440205864531 0.000134748841994561 0.000129574050251008 0.00226479619014806 158 0.698567513654823 0.484822351806762
"UI" 0 0 0.000711037899186005 0.000693387721329997 0 158 -Inf 0
"UK" 0.000113019891500904 0.000110814223482762 8.85722210431201e-05 8.66715950535531e-05 0.00139248910272829 158 0.217932142607297 0.827481982816739
"UM" 0.0634487216110605 0.0302421043153883 0.0334237833280423 0.0159162987798834 0.0369069534116331 158 4.87909639492065 1.06572971062946e-06
"UN" 0 0 1.07839097848258e-05 1.07092158366618e-05 0 158 -Inf 0
"UP" 0 0 2.70015356391194e-05 2.69104662922906e-05 0 158 -Inf 0
"UQ" 0 0 3.34204898087583e-06 3.29186542088988e-06 0 158 -Inf 0
"UR" 0 0 0.000652350302495757 0.000630607446094367 0 158 -Inf 0
"UT" 0 0 6.86678413343636e-07 6.86073891253714e-07 0 158 -Inf 0
"UU" 0 0 1.7104494596442e-05 1.69154778424499e-05 0 158 -Inf 0
"UY" 0 0 4.83168933836667e-05 4.60309838355141e-05 0 158 -Inf 0
"VE" 0.0346434762808774 0.0185339004231388 0.0441980664328542 0.0236998391856256 0.0473457797937736 158 -1.37150224653716 0.170218443682679
"VI" 0.0259396642964449 0.0119358407425313 0.0146558175148657 0.00708704064191421 0.0178192701219541 158 3.4203686103801 0.000625363362915132
"VJ" 0.00831781411499274 0.00506682970948725 0.00553039770394389 0.00348919434114318 0.0119575339463818 158 1.65841628985203 0.0972334708643204
"VM" 0 0 2.33613000922393e-06 2.30106869065219e-06 0 158 -Inf 0
"VP" 0 0 9.69784394116877e-05 7.79594225292099e-05 0 158 -Inf 0
"VS" 0.000946918010130496 0.000717837650225903 0.000709869563601449 0.000557623630055539 0.00458556114510162 158 0.439173951125759 0.660535498216462
"VX" 0.0385521923889773 0.0202991824165938 0.0208230476978664 0.0115789647310228 0.0347539599074999 158 3.15392654366675 0.00161089627405477
"VY" 0.0103038395073402 0.00748340155853254 0.0198587551968912 0.0141174246589713 0.0197846095645587 158 -4.21481035866866 2.49988160478175e-05
"WC" 0.00832565617917248 0.00536850887994165 0.00513010648975838 0.00336985914629686 0.0142940486315385 158 1.7575592641834 0.0788225296908094
"WE" 0.000876338851022395 0.000724498309424288 0.00169501808089471 0.00137480935091114 0.00546673460740389 158 -1.49527709435145 0.134842140482872
"WF" 0.00144656046622417 0.00123500032896253 0.000674493132751486 0.000567902351129547 0.00723486974706625 158 1.15901071483399 0.24645181754414
"WH" 0.000267427348903548 0.000232413500326551 0.00161642648140518 0.0013872084744038 0.00291935279445755 158 -4.97218005668707 6.6204172782508e-07
"WM" 0 0 6.43944115941434e-05 5.40522537113276e-05 0 158 -Inf 0
"WQ" 0.00248599351347516 0.00216145827386222 0.00096141298814797 0.000850899229482772 0.0250981311588973 158 0.656362485416196 0.511590921999483
"WU" 0.000162855434209964 0.000139035175534596 0.000196722389841976 0.000169732417290414 0.00132212936070878 158 -0.291846136344532 0.770404268305438
"WV" 0.00026944343091302 0.000227859382859922 0.000194450712806611 0.000164333694450042 0.00203989989800788 158 0.391443483231002 0.695469456266596
"WY" 0 0 5.17724064310583e-05 4.65046458894608e-05 0 158 -Inf 0
"XA" 0.000115074798619102 0.000110041362444455 4.87666459879009e-05 4.68727805080269e-05 0.00138278291595194 158 0.574216497464097 0.565821306853736
"XE" 0 0 4.0869325305278e-06 3.95249538571499e-06 0 158 -Inf 0
"XQ" 0.000264747249110615 0.000237318092878383 0.000405759121155471 0.000361374910467309 0.00210305523953033 158 -0.74147839194363 0.45840342862585
"XW" 0.0240296758201013 0.0185565971632572 0.00725120303817138 0.00576508634302046 0.0443424127355039 158 3.62602727045485 0.00028781497318093
"XY" 0.00124691875593925 0.00117537590460652 0.000750064243660507 0.000705716699978686 0.0109593282716567 158 0.538675775973708 0.590110591324217
"YA" 0.0101109767062708 0.00822628883063043 0.0125755656300528 0.0100479592644888 0.0261404431782558 158 -0.875962283256919 0.38105053821408
"YE" 0 0 5.47607331549421e-05 5.39557364513022e-05 0 158 -Inf 0
"YG" 0 0 1.52741576526675e-07 1.49844413926491e-07 0 158 -Inf 0
"YI" 0 0 1.31615902499636e-05 1.21048122340638e-05 0 158 -Inf 0
"YO" 0.000973472270610073 0.000690345075608022 0.00360650144723693 0.00248075381584589 0.00478994466100535 158 -4.69840269333235 2.62204060302523e-06
"YP" 0 0 0.000549054134943363 0.000452679161223564 0 158 -Inf 0
"YQ" 0 0 5.00703984595024e-05 4.79070099170466e-05 0 158 -Inf 0
"YR" 0 0 1.217748704451e-05 1.19715219033284e-05 0 158 -Inf 0
"YU" 0 0 0.000149026438143898 0.000127878174868646 0 158 -Inf 0
"YY" 0 0 7.94479792782313e-07 7.83032030517437e-07 0 158 -Inf 0
"ZA" 0.000486854917234664 0.000430221778712298 0.00123144607332846 0.00107558117906338 0.00540166165012632 158 -1.50176786345134 0.133157070572075
"ZC" 0.000121713729308666 0.000106564485160363 0.000622728627386588 0.000540687194616493 0.00133901466544452 158 -4.07526368741044 4.59622359272212e-05
"ZD" 0.0148218736128129 0.0113569225309838 0.00892672651319942 0.00673250211614485 0.0445783256575846 158 1.30395348885751 0.192249441146285
"ZE" 0.000137589433131535 0.000115240473715361 0.00131270338179375 0.00106835293820945 0.00144697988552124 158 -8.27961606612259 1.23573039746671e-16
"ZK" 0 0 5.12527562566652e-05 4.40340810415893e-05 0 158 -Inf 0
"ZM" 0.00484057928110012 0.00367763726923673 0.00762836680912951 0.00583760302041102 0.0127105774322316 158 -2.13604367213385 0.0326758543042182
"ZQ" 0 0 1.1604130731329e-06 1.14641147338056e-06 0 158 -Inf 0
