"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"HT" 0.00011839153298017 0.000100281362367642 8.83271218663663e-05 7.84439831168459e-05 0.00284254432259506 1256 0.272262664918289 0.785420061283677
"HY" 0.00169013689096157 0.00116545849425146 0.00118728212057208 0.000881897865653083 0.00701058079770349 1256 1.43346386999125 0.151725316990151
"IA" 0.00667038303603892 0.00446906626286069 0.00860092816491347 0.00599767150163764 0.019513928313633 1256 -2.77616617292165 0.00550040878154185
"ID" 3.06222439980402e-06 3.00777472089321e-06 4.65185333921754e-06 4.5831030865533e-06 0.000106594474057272 1256 -0.523758665863436 0.600446405906496
"IF" 0 0 1.988297042763e-05 1.93557112603455e-05 0 1256 -Inf 0
"IG" 0.00163936933851628 0.00120788648864058 0.00278915399442541 0.00206860006988403 0.00718531637547235 1256 -4.24529212660667 2.18308815603716e-05
"IH" 1.10580325548478e-05 1.07711420192517e-05 1.5236968828077e-05 1.48925386163907e-05 0.000381716380712699 1256 -0.382647103759479 0.701981439733581
"II" 1.10580325548478e-05 1.0769832605327e-05 1.74800882559562e-05 1.70882738028609e-05 0.000381669573859742 1256 -0.58670153947362 0.557404173669854
"IJ" 0 0 7.03419306546887e-05 6.83681694184857e-05 0 1256 -Inf 0
"IK" 0 0 9.52184719530452e-06 9.40125564633833e-06 0 1256 -Inf 0
"IL" 0 0 3.26587345132281e-07 3.22972495373009e-07 0 1256 -Inf 0
"IM" 0 0 1.26462785226695e-05 1.24519902242795e-05 0 1256 -Inf 0
"IO" 0 0 1.43903716977516e-06 1.43125440952604e-06 0 1256 -Inf 0
"IP" 0 0 9.9518738356526e-07 9.88339457972811e-07 0 1256 -Inf 0
"IQ" 0.000427450263897776 0.000418280677904993 0.000279161969174976 0.000273324970195152 0.00425939620693439 1256 1.20609662031629 0.227780237842281
"IU" 2.52660294056793e-05 2.49580562485446e-05 5.88942701540055e-05 5.81799309807646e-05 0.000627523926079457 1256 -1.87624119382945 0.0606221679109007
"IX" 0 0 1.28520819853646e-06 1.28214307616711e-06 0 1256 -Inf 0
"IY" 0 0 1.10441473408796e-05 1.00537622677989e-05 0 1256 -Inf 0
"JA" 0.000453279438861295 0.0004322132866543 0.000288585245837262 0.000276784828656487 0.00536503691875189 1256 1.02672146883909 0.304551637087702
"JB" 0 0 1.54331547429046e-05 1.51880506077121e-05 0 1256 -Inf 0
"JI" 5.59737502412662e-05 4.9158170773956e-05 0.000170452906014221 0.00014854123109707 0.00124290978100167 1256 -2.83378945545103 0.00459996278658259
"JM" 0 0 8.47956212470619e-06 7.58826744998523e-06 0 1256 -Inf 0
"JO" 2.57615703475576e-05 2.29010692917225e-05 0.000264524395184507 0.00023124422363205 0.000634136338565849 1256 -11.6437109068991 2.47028582025993e-31
"JS" 0 0 2.1076713842922e-06 2.00714202315213e-06 0 1256 -Inf 0
"JU" 4.12527639351837e-06 3.88454372501906e-06 5.7737657464953e-06 5.50379361218454e-06 0.000137666513952939 1256 -0.416850551095093 0.676787724490291
"JW" 0 0 4.46908998602069e-07 4.33884524286265e-07 0 1256 -Inf 0
"JY" 1.85157754406755e-05 1.67163959040427e-05 0.000145883173002369 0.000133655330465249 0.000592368717510258 1256 -6.99619388592073 2.63009508517182e-12
"KA" 0 0 2.47734858705335e-06 2.42059119277735e-06 0 1256 -Inf 0
"KI" 0.00239340324978363 0.00197023421322062 0.0045668744612718 0.00372834184427192 0.0243112412192567 1256 -2.56290876421862 0.0103799320857833
"KM" 0.0522871916526764 0.0365440271171945 0.0146482011892006 0.0111139470942413 0.0703871773882859 1256 12.8040982125002 1.55521997504171e-37
"KU" 0 0 5.34755673294757e-06 5.279316801163e-06 0 1256 -Inf 0
"KV" 0 0 3.69185694497361e-07 3.64714867862403e-07 0 1256 -Inf 0
"KY" 0 0 6.43798436495631e-07 6.41599255266758e-07 0 1256 -Inf 0
"LE" 0 0 1.18629911354862e-05 1.17776391301918e-05 0 1256 -Inf 0
"LI" 0.006105801423138 0.00305221073796447 0.0067463070819868 0.00350063853816338 0.0107578144067645 1256 -1.47728164180817 0.139600156936831
"LJ" 0.00251112589482515 0.00175986308752396 0.00351225220580222 0.00243589851717751 0.00968908150728167 1256 -2.47275829503674 0.0134074787545801
"LQ" 0.000507553842075602 0.000417725503538815 0.00151712707137251 0.00122110463297877 0.00443828528587585 1256 -6.41505154653826 1.40775221211795e-10
"MA" 0.00636227537894592 0.00471038662482216 0.00727344285669337 0.00549555865697917 0.0213586890253486 1256 -1.30282189522137 0.192635573873171
"MC" 0.000325281478676838 0.000227839344458886 0.000235967572313731 0.000177136090149106 0.00243193406683326 1256 0.738888416183337 0.45997475690896
"ML" 0 0 3.93342680655631e-05 2.89332404975737e-05 0 1256 -Inf 0
"MM" 0 0 1.4306982769641e-05 1.41467616531309e-05 0 1256 -Inf 0
"MQ" 9.58717030607734e-05 8.14298946042381e-05 9.31734692973427e-05 7.99290996693075e-05 0.00188537311238178 1256 0.0282110249989372 0.977493844047305
"MR" 0.000167616493462957 0.000162257724384758 2.6300862501803e-05 2.54277648277705e-05 0.00574935701657304 1256 0.843444946548819 0.398979643452291
"MU" 0 0 3.35544075384547e-06 3.16294951783636e-06 0 1256 -Inf 0
"MW" 0 0 7.0819172258489e-06 6.61211186271855e-06 0 1256 -Inf 0
"MY" 0.00134281920892951 0.0010019423059783 0.00341452757115404 0.00252673321105864 0.00714037432896001 1256 -7.56805243883894 3.78861063869262e-14
"NE" 0.00670073732622401 0.00533261026839275 0.00837921463650146 0.00657515985969941 0.0208258785186934 1256 -2.11448797563724 0.0344736106975576
"NI" 0.00534080349006615 0.00424081443151978 0.00634007048959633 0.00512419533121828 0.01992960124918 1256 -1.57088435725797 0.116209512724049
"NM" 0 0 7.20927576421401e-06 7.03946659176122e-06 0 1256 -Inf 0
"NN" 0.00167244077478097 0.00143696327609344 0.00228502867899796 0.00196504583822412 0.0124140102402975 1256 -1.50759450991078 0.131658338729584
"NQ" 8.09964981939504e-05 7.50708274180089e-05 0.000312375389882808 0.000287357961883491 0.00202827396434368 1256 -3.70929930858986 0.00020783362176899
"NS" 1.69399647648733e-05 1.636433438572e-05 4.38645681777084e-05 4.25228018939641e-05 0.000579893412534781 1256 -1.59867042871768 0.10989385157769
