"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"AA" 0.000132439653583932 0.000119865579466933 0.000541798944307156 0.000490663214959235 0.00140893765127231 270 -4.32441199322011 1.52939242490941e-05
"AC" 0.0001001001001001 9.84365212588457e-05 2.82119782862262e-05 2.77799842296961e-05 0.00161726230527326 270 0.717883160447347 0.472829331766621
"AD" 0 0 2.33257216466817e-05 2.17200581217208e-05 0 270 -Inf 0
"AE" 0 0 1.03586102231868e-06 9.89436044873749e-07 0 270 -Inf 0
"AF" 0 0 5.84405867498986e-07 5.76572786591426e-07 0 270 -Inf 0
"AH" 0 0 2.24544750694837e-05 2.06719304214323e-05 0 270 -Inf 0
"AI" 0 0 2.46352764742975e-06 2.42338709847183e-06 0 270 -Inf 0
"AM" 0 0 3.232354135111e-06 3.08060064230364e-06 0 270 -Inf 0
"AQ" 0.000590885379617774 0.000523055618144111 0.000298107507279774 0.000263939046199967 0.00594583466170072 270 0.716084450134824 0.473939204782176
"AY" 0.0018542843152313 0.000986275594692506 0.00106012364418576 0.000616243707741894 0.0109986848998479 270 0.552815577474689 0.580389700640829
"AZ" 0 0 2.74633931872783e-05 2.24911749019958e-05 0 270 -Inf 0
"BA" 0.00775239950567216 0.00496950835819011 0.0114846257403052 0.00746080485233274 0.0196000371058013 270 -2.08857658775285 0.036745854516848
"BD" 0 0 2.60053050788412e-06 2.52365750789386e-06 0 270 -Inf 0
"BF" 0.00197530864197531 0.00176206851284367 0.00015587113756298 0.000140337488715823 0.0210161684634898 270 1.26796470869164 0.204810553826913
"BI" 0 0 1.01819568256881e-05 1.00245021685342e-05 0 270 -Inf 0
"BK" 0 0 2.1170492168833e-06 2.07177544763316e-06 0 270 -Inf 0
"BM" 0 0 1.43216466835786e-06 1.41165674750424e-06 0 270 -Inf 0
"BP" 0 0 6.1487240726853e-06 5.87334457723669e-06 0 270 -Inf 0
"BQ" 0 0 7.99825995644385e-06 6.91274739917147e-06 0 270 -Inf 0
"BU" 0 0 1.14416364684455e-05 1.14293292904767e-05 0 270 -Inf 0
"BV" 0.000689121352503927 0.000369991417264185 0.0010931546181501 0.000619457075103851 0.00262449072909058 270 -1.56187979565465 0.11831630901279
"CN" 0.00613361983684929 0.00295508516581261 0.00816902258571579 0.00428097560301688 0.00828992503354314 270 -2.62808203318617 0.00858678056915106
"CO" 0.00214437734731025 0.00163949762217739 0.0015711359141938 0.00126247389472691 0.00830330993966218 270 0.746103909428584 0.455604647907832
"CQ" 0.0363312675832528 0.024632035560311 0.0181105261189343 0.0132723878280715 0.0440436923499657 270 4.23802023147011 2.25499453038574e-05
"CT" 0.000195753729129114 0.000132393578760715 9.96568398123166e-05 7.05035081320806e-05 0.00109425831355231 270 0.929357922596324 0.352703626442122
"CU" 0.00402058287581001 0.00230081751166435 0.00219520276223997 0.00138048280306171 0.00826094957672626 270 1.83061792960261 0.0671575904956201
"DA" 0.00275719739729087 0.00193124407364874 0.00240068518781632 0.00180187787214754 0.00790924895730434 270 0.26876175142595 0.788113028604537
"DB" 0.00154707554318726 0.00118423786558165 0.00177799009562748 0.00143235830588903 0.00746756663466061 270 -0.545965648985369 0.585089550071338
"DE" 0 0 0.000121425147059773 0.000109966110605272 0 270 -Inf 0
"DI" 0 0 2.41393190941796e-05 2.3889204992611e-05 0 270 -Inf 0
"DK" 0 0 5.0645101093316e-06 5.04294563629493e-06 0 270 -Inf 0
"DM" 0.00531625543618645 0.00407299205226062 0.0175441965411795 0.0135299708075342 0.0262920144592161 270 -5.91031234766584 3.41459638627902e-09
"DQ" 0.00475593921425851 0.00395445109371738 0.00753295033625412 0.00611749434372815 0.0172829658886582 270 -2.05650046732025 0.0397343012841533
"DR" 0.0152289550093158 0.0103328150731198 0.00885587091096486 0.00644525197408282 0.0227564627910254 270 2.80707861668246 0.0049993039174646
"DS" 0.00307515753594185 0.00212134681107114 0.00634352446631275 0.00429779402917863 0.0166465221605636 270 -2.14835728162057 0.0316853836168736
"DT" 0 0 5.22660052831842e-06 5.19231249349352e-06 0 270 -Inf 0
"DW" 0 0 5.60180369546591e-05 5.15174516081778e-05 0 270 -Inf 0
"DX" 0.000890124694202694 0.000655418907983948 0.000639053278954281 0.000491457720008116 0.00336918053813227 270 0.799647631166943 0.42391498248942
"DY" 0.000348548668090829 0.000323329593237936 0.000354251601454558 0.000332699832672435 0.00231989642890965 270 -0.0663688013422874 0.947084208342061
"EA" 4.93827160493827e-05 4.56334261514546e-05 0.000303893024080559 0.000284392007796899 0.000749393850343923 270 -5.23516950019535 1.64833525504825e-07
"EC" 1.29048909536714e-05 1.24666239350626e-05 3.45790461501333e-05 3.36079086745473e-05 0.000204834714692996 270 -1.69593692609344 0.0898978256421686
"EE" 0.000123456790123457 0.000115074111500285 0.000105946076751678 9.99416980676422e-05 0.0018901056324836 270 0.131553983715639 0.895337084760141
"EI" 3.77928949357521e-05 3.65410604706039e-05 5.48543636233514e-05 5.33450265676283e-05 0.000600316756600767 270 -0.459952742565866 0.645550141337954
"EN" 0 0 0 0 0 270 NA NA
"EO" 0 0 1.21884272346019e-06 1.20962131095275e-06 0 270 -Inf 0
"EP" 0.000296239621636447 0.000278071630058127 0.000404497004897642 0.000381814021031931 0.00238561158395271 270 -0.714559504423487 0.474881275104309
"EQ" 0.00195454371466779 0.00136722889994162 0.0101899752900275 0.00699364871759588 0.00787040357934369 270 -11.7467307275505 7.34041200045896e-32
"ER" 0 0 5.49198585833289e-05 4.89292780189196e-05 0 270 -Inf 0
"ES" 0 0 1.4453384000232e-05 1.41698850140466e-05 0 270 -Inf 0
"ET" 0 0 8.96090793027364e-05 8.60419190759744e-05 0 270 -Inf 0
"EU" 0 0 0.000164665877880281 0.000155846035593657 0 270 -Inf 0
"EV" 0.00110941073221775 0.000967198574925141 0.000621928444638436 0.000551540079231641 0.00627133626623798 270 1.08907667191588 0.276120076182632
"EW" 0 0 4.22311973084473e-05 4.12803297892209e-05 0 270 -Inf 0
"EX" 0 0 9.49029066997441e-05 9.16638473453532e-05 0 270 -Inf 0
"FA" 0 0 9.16242394267159e-06 9.08129057149313e-06 0 270 -Inf 0
"FE" 3.33667000333667e-05 3.03297403662312e-05 8.59643068653925e-05 7.70113567261021e-05 0.000498259741606429 270 -1.53947261835775 0.123688957585937
