"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"AA" 0.00361513334137768 0.00328080077700839 0.00138998831315863 0.00126223401351721 0.032652413823054 526 1.41781869415185 0.156243704844171
"AC" 0.000223663609930664 0.00021839226937725 0.000296913510688844 0.000289428402764521 0.00500512079824287 526 -0.325504968881258 0.744798922590355
"AD" 0 0 0.000184348350602918 0.000166868220155874 0 526 -Inf 0
"AE" 0 0 5.7752946626096e-06 5.3819933443675e-06 0 526 -Inf 0
"AF" 0 0 1.99178401148043e-06 1.96032593430566e-06 0 526 -Inf 0
"AH" 3.01768362604865e-05 2.66303777029754e-05 0.0001253150568421 0.000111061371754029 0.000610721314354556 526 -3.1706747734304 0.00152085312833226
"AI" 0.000130731119324275 0.000127691677854182 3.69893901003534e-05 3.61296993502895e-05 0.00208317078024923 526 1.00805253314411 0.313429243313302
"AM" 0 0 2.02320901099452e-05 1.87760584863334e-05 0 526 -Inf 0
"AQ" 0.000131269708899687 0.000115765039546086 0.00019772695705432 0.000175899183090338 0.00123031566990706 526 -1.12097892212728 0.262296834547166
"AY" 0.001600212515301 0.00080089466736462 0.00190577135691489 0.000950061926422228 0.00389531158547562 526 -0.878262175442913 0.379801457426003
"AZ" 0 0 4.67976946305248e-05 3.6858876988748e-05 0 526 -Inf 0
"BA" 0.00454354013641169 0.00314885106048118 0.00637432261937953 0.00436478266691346 0.0185504573531423 526 -1.50330602533417 0.132760147084086
"BD" 0 0 3.02898004767252e-05 2.87148811198094e-05 0 526 -Inf 0
"BF" 0 0 0.000152119477694626 0.00013569402239733 0 526 -Inf 0
"BI" 0 0 8.26552537215794e-06 8.09482263502068e-06 0 526 -Inf 0
"BK" 0 0 8.47353196500084e-07 8.25661290076059e-07 0 526 -Inf 0
"BM" 0 0 1.39603956647355e-06 1.37756529931772e-06 0 526 -Inf 0
"BP" 7.92141951837769e-05 7.48891570392902e-05 6.69960972802511e-06 6.3073352577832e-06 0.00171741200250195 526 0.915856423406076 0.359742205065743
"BQ" 0 0 1.66355096632502e-05 1.39411455228384e-05 0 526 -Inf 0
"BU" 0 0 2.9694526350828e-05 2.96336978197e-05 0 526 -Inf 0
"BV" 0.00110280108458413 0.000578521265419207 0.00511817102943807 0.00243630438080381 0.00316797798789958 526 -13.4494872700422 3.10014442861466e-41
"CN" 0.00907478144499184 0.00431754782368508 0.023298531841204 0.0100200442122319 0.0109464848107917 526 -11.9476698216089 6.67711899590808e-33
