"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"MQ" 0.000129067342216007 0.000108262768154118 0.000103411475006537 8.73203595472342e-05 0.00248630145435418 993 0.265428448853431 0.790679422852003
"MR" 0 0 1.84727722291754e-05 1.78623798181764e-05 0 993 -Inf 0
"MU" 1.10664763232739e-05 1.02369043290051e-05 5.72072892760668e-06 5.22783752377593e-06 0.00032254365875349 993 0.489376307872206 0.62457530623219
"MW" 0.000284925773257891 0.000261586935127072 2.59739431578407e-05 2.41956915253913e-05 0.00407450749859405 993 1.8359641572483 0.0663629578615552
"MY" 0.00403622679321469 0.00283977051236452 0.00327198249612285 0.00240069409618496 0.01458598031414 993 0.948591244777196 0.342828545632334
"NE" 0.00197721575586185 0.00165348792156684 0.00346007721183814 0.00284791215799607 0.0105505647930635 993 -3.56744694108508 0.000360476340868064
"NI" 0.00276864526359213 0.00227112500545519 0.00870059929431603 0.00689029172303535 0.01396108487997 993 -10.4260329729342 1.8859873065934e-25
"NM" 0 0 3.36711501749196e-06 3.3022962880088e-06 0 993 -Inf 0
"NN" 0.000232405215591774 0.000206627918792065 0.000984351171957393 0.000851086866654593 0.00375533439152107 993 -5.40780804623986 6.38007486688404e-08
"NQ" 0.00106646009768158 0.00096299835572708 0.000438004582802446 0.00040175552216137 0.00841005950311871 993 2.10293749419772 0.0354712337537756
"NS" 1.41837935974356e-05 1.36207064602636e-05 0.000156276367289233 0.000149100332242497 0.000429180250691061 993 -9.94738400310185 2.58899380420969e-23
"NU" 0.000148982140645808 0.000144358369503463 0.000101257343244974 9.82742491203983e-05 0.00319637202532786 993 0.45432706124617 0.649593441472674
"OA" 8.60569440629864e-05 8.17971123641682e-05 0.000127335070423898 0.000120724857861879 0.00182486579668059 993 -0.672206867712124 0.501452009483772
"OE" 0 0 4.38523109246035e-06 4.34100658792607e-06 0 993 -Inf 0
"OI" 5.88535331737749e-05 3.95088924556262e-05 0.000464547460581048 0.000304475282089782 0.00090100503045817 993 -9.26697938098554 1.91492032492197e-20
"OM" 1.57351460221551e-05 1.50228663537932e-05 6.87906984674301e-05 6.58505541502102e-05 0.000473389846817063 993 -3.38342098712114 0.00071588803300427
"OO" 9.7907575248965e-05 8.00622865480167e-05 4.22270430169772e-05 3.43208325358324e-05 0.00180047353017414 993 0.800567303815643 0.423382185512638
"OP" 0.000394062787337449 0.000310752925811991 0.000151900582555966 0.000117544804355567 0.00978812870920747 993 0.622014244904833 0.533932501304619
"OR" 0 0 2.09761169276166e-06 2.05444623063058e-06 0 993 -Inf 0
"OT" 0.00476099386883465 0.00355291410481243 0.00152311677253454 0.00119742704086088 0.0171620798902496 993 4.32499319458722 1.52536571314491e-05
"OU" 0 0 8.68064873788e-06 8.41905806581822e-06 0 993 -Inf 0
"OX" 0 0 7.47935272627758e-07 6.98026530573804e-07 0 993 -Inf 0
"OY" 0.000187412918865208 0.000171830415369445 9.02972854982692e-05 8.43189384764205e-05 0.00210644318804429 993 1.30915143797326 0.190483058203599
"OZ" 0 0 6.33200186172171e-06 5.3639942983353e-06 0 993 -Inf 0
"PA" 0 0 2.39834473337226e-06 2.31239480738618e-06 0 993 -Inf 0
"PC" 0.000201409869083585 0.000198345084794253 6.43758704558413e-05 6.3592235405582e-05 0.00624786681418481 993 0.679642953282564 0.496730565266289
"PD" 0 0 5.13898129862106e-07 5.12141310263164e-07 0 993 -Inf 0
"PE" 4.37847541486055e-05 4.28304837370441e-05 7.20128997837894e-05 7.06521495417372e-05 0.00134946934785446 993 -0.649672867327881 0.515903553697671
"PF" 0 0 2.03692597936195e-07 2.03398432085208e-07 0 993 -Inf 0
"PG" 0 0 9.88327848113776e-08 9.8325174221889e-08 0 993 -Inf 0
"PH" 0 0 7.14453866106344e-08 7.08126074472802e-08 0 993 -Inf 0
"PI" 0.000202874623584167 0.000190325045803351 0.000200090594497895 0.0001864003815985 0.00355874079412693 993 0.0347520774832238 0.972277434154888
"PJ" 0 0 4.09993261154996e-06 3.86882309466587e-06 0 993 -Inf 0
"PK" 0 0 1.10927801271484e-05 1.0922826432375e-05 0 993 -Inf 0
"PM" 2.8993342794758e-05 2.82584546240194e-05 0.000195123178654971 0.00018929063404014 0.000629379405623498 993 -8.06259355470693 7.4692542465924e-16
"PN" 0.000682933198113952 0.000668615790387332 0.000440299136469872 0.000432085640904375 0.00566668299099647 993 1.31532238944313 0.188401576559286
"PO" 0.000992980184506313 0.00094363617505611 0.000650590340604207 0.000618920145430136 0.00561191788721222 993 1.82333741791842 0.0682523024206243
"PQ" 0 0 6.24945167785144e-05 6.21896713327651e-05 0 993 -Inf 0
"PS" 3.10473711235566e-05 3.00380009437921e-05 0.000116215844017614 0.000112773088333168 0.000723145586095958 993 -3.60527680505993 0.000311820386446249
"PT" 0.00057080974721305 0.000467300855154494 0.000523534296038783 0.000425443244954732 0.00446809259108538 993 0.295207161705006 0.767835631416969
"PU" 0.000141321839797951 0.000138730433737455 8.46469345008497e-05 8.31804082264173e-05 0.00212694529844477 993 0.823005175444948 0.410505050314311
"PW" 0.000274648069154321 0.000191251505400875 0.00085604643707309 0.000564737854843403 0.00238618190291931 993 -4.93225827387119 8.1284339953481e-07
"PY" 0.005690080260203 0.00401486502370427 0.0114750039627319 0.00779666454214054 0.0133984614117588 993 -8.89443153859126 5.87190957028799e-19
"PZ" 0 0 2.36329775311352e-05 2.33835602157968e-05 0 993 -Inf 0
"QA" 0.00603409967607315 0.00365364663315623 0.00875201133718875 0.00501504660886046 0.00871112501740121 993 -4.92477185554526 8.44588351233917e-07
"QC" 0 0 5.81466217306938e-07 5.6688099505877e-07 0 993 -Inf 0
"QD" 0 0 3.90129413729122e-08 3.85720285055637e-08 0 993 -Inf 0
"QE" 2.3283283738046e-05 1.98981767897789e-05 0.000286700682597331 0.000240540585719676 0.000504703882276726 993 -13.7761216519816 3.54828872540407e-43
"QF" 0 0 3.13668156391301e-06 3.07423828424972e-06 0 993 -Inf 0
"QG" 0 0 8.65128199289672e-06 8.51274359810334e-06 0 993 -Inf 0
"QH" 0 0 4.40674501104713e-06 4.34600938149132e-06 0 993 -Inf 0
"QJ" 4.0281973816717e-05 3.84246674089934e-05 4.32647402380423e-06 4.09321718338113e-06 0.00121079834671247 993 0.89350081752499 0.371589034521901
"QK" 0 0 3.68015431375875e-07 3.61228118229271e-07 0 993 -Inf 0
"QQ" 3.35683115139308e-05 3.32810673570128e-05 4.46166406640819e-05 4.41850468035201e-05 0.000781312402277102 993 -0.439779448428833 0.660096853905467
"QU" 0.000259338836588259 0.000221793087421317 0.000798491185598013 0.000661970397699257 0.00249496272327312 993 -5.55953175596712 2.70499377905745e-08
"RA" 0.000592184359836295 0.000425077970192777 0.000519680442852399 0.000364159039802812 0.00331257523454507 993 0.579510278177652 0.562244913443168
"RB" 0.000577694998360099 0.000525283703151074 0.000206096961728785 0.000189563860307716 0.00856807199666164 993 1.23472012881557 0.216934681871542
"RE" 0 0 1.16051008286607e-06 1.15033308733573e-06 0 993 -Inf 0
"RO" 0.000675962459836162 0.000363247007023929 0.000797921533570232 0.000417599759950061 0.00365447782469413 993 -0.468673975788711 0.639302691427072
"RP" 0.000605538044595334 0.000444512428361825 8.10880023253885e-05 6.26542627156829e-05 0.00650081792249082 993 1.85100973957004 0.0641681519504917
"RQ" 3.83383727930684e-05 3.22212787474765e-05 1.96786425369409e-05 1.60327313618497e-05 0.000795915859240877 993 0.640937004989918 0.521563612165839
"RT" 0.0777142216261504 0.0336408128532868 0.0975849160276244 0.0450144045071477 0.0457166432938831 993 -7.83967250432641 4.51723000544727e-15
"RU" 0.393032265763633 0.118909021114041 0.324858879605778 0.1185269504981 0.0379442659654392 993 0.317301486702492 0.751014849382236
"RX" 0.0183248190841097 0.0072158080827553 0.0159316081230218 0.00723296493122073 0.0141987531536875 993 -0.0380769304476249 0.969626344804353
"RY" 6.38305036266338e-05 6.08192113295012e-05 8.40983616613309e-05 7.99128710499846e-05 0.00145229676106113 993 -0.41429379990632 0.678658953971027
"RZ" 0.000465289645245852 0.00038913707061105 0.000286408747594171 0.00023742841557439 0.00668593033365046 993 0.715028142584655 0.474591653720435
"SA" 0.000917595944426065 0.000711282439846372 0.00207602450297354 0.00157157548585221 0.00608799166257701 993 -4.45294147906654 8.4701845960688e-06
"SD" 0.000409059466579384 0.000357223004273052 0.00126187985194498 0.00108307011410867 0.00303492885455388 993 -7.53652703597686 4.82652940447166e-14
"SI" 0 0 2.20382306488025e-05 2.15251497758129e-05 0 993 -Inf 0
"SR" 2.18923770743027e-05 2.15625011569095e-05 5.62329784692731e-06 5.53865010226745e-06 0.000679432958206031 993 0.74318154016667 0.45737177792854
"SU" 0.00598664406422382 0.00500984349102198 0.00679952263136635 0.00571653302157831 0.0264741903812431 993 -0.841163838186783 0.400256155873351
"SY" 0.000223658163173001 0.000216391636095855 0.000513184341670073 0.000496579348590864 0.00245497506894767 993 -3.59647150523512 0.000322562899330793
"TA" 0 0 2.59362443044125e-05 2.42276204270723e-05 0 993 -Inf 0
"TC" 0.00430123247906213 0.00368142053150083 0.00381355868996116 0.00324581875379289 0.0209566409573729 993 0.655001952918898 0.512466496691244
"TD" 0.0053324335584467 0.00405281842390809 0.00438465717754354 0.00335316409258594 0.0281373088903247 993 0.783566017897578 0.433294802068587
"TE" 3.94627471666747e-05 3.88797750920842e-05 1.56695189955547e-05 1.54211269451846e-05 0.00100775039971025 993 0.733541394484758 0.463228290363042
"TI" 3.85842661079665e-06 3.23229894835037e-06 0.000181143053900622 0.000147334439702465 0.000101859277476686 993 -44.5804518142513 0
"TM" 0.00522864630707038 0.00340162387293681 0.00661419692541075 0.00415681760093815 0.0157100009023552 993 -1.51480520486625 0.129821741994829
"TQ" 0.00512602508683495 0.00376508188915646 0.00553757712903277 0.00399974076358875 0.0158186426815329 993 -0.467457779016341 0.64017239256695
"TU" 0.0190643074746421 0.0102824965050462 0.0367580610613026 0.0193468075387814 0.0251178014723372 993 -11.3717630087473 5.78080109954961e-30
"UA" 1.33384019260652e-05 1.18273318209342e-05 0.000105434154201285 9.50714335641011e-05 0.000372694990133143 993 -7.03840966037827 1.94446304690883e-12
"UB" 0.000112354453346201 0.000109631755017073 0.000177383590796998 0.000172644336555554 0.00175679573222984 993 -1.13026590975602 0.258364194626136
"UE" 0.000480795578286416 0.000441052480564825 0.000372503950917326 0.000343768393318823 0.00461857240088185 993 0.66375633145734 0.506846279015645
"UF" 0.000529322357490569 0.000513344016173632 0.000334529931474968 0.000324764553968723 0.00433952335497731 993 1.36938947964703 0.170877561017604
"UH" 0.000173762059412158 0.000167895008031992 0.000134748841994561 0.000129574050251008 0.00213727341573114 993 0.565003184392703 0.572071598234765
"UI" 0.00181333281951189 0.00176773550131826 0.000711037899186005 0.000693387721329997 0.0124763105566557 993 2.71352194661252 0.0066572158406558
"UK" 2.63668622593468e-05 2.58654451173937e-05 8.85722210431201e-05 8.66715950535531e-05 0.000588929293723168 993 -3.25356114802229 0.00113968194118597
"UM" 0.0527370592020943 0.0241763648743323 0.0334237833280423 0.0159162987798834 0.031143752239178 993 8.35770833012337 6.39483122145859e-17
"UN" 4.57749702462693e-05 4.54239171896498e-05 1.07839097848258e-05 1.07092158366618e-05 0.0014312750871931 993 0.764301911350075 0.444687346629562
"UP" 0 0 2.70015356391194e-05 2.69104662922906e-05 0 993 -Inf 0
"UQ" 0 0 3.34204898087583e-06 3.29186542088988e-06 0 993 -Inf 0
"UR" 0.00123929764906284 0.00119464549739317 0.000652350302495757 0.000630607446094367 0.00873786672158506 993 2.03412487882699 0.0419390061488234
"UT" 0 0 6.86678413343636e-07 6.86073891253714e-07 0 993 -Inf 0
"UU" 0 0 1.7104494596442e-05 1.69154778424499e-05 0 993 -Inf 0
"UY" 1.48095491973224e-05 1.42109532649692e-05 4.83168933836667e-05 4.60309838355141e-05 0.000447787437598354 993 -2.23925375549442 0.0251394099710961
"VE" 0.0423829952633378 0.0213073971800204 0.0441980664328542 0.0236998391856256 0.0571938154388604 993 -1.31815649420438 0.187451265939316
"VI" 0.0240900314939411 0.0100868812483642 0.0146558175148657 0.00708704064191421 0.0189814417055681 993 4.98016358355924 6.3530549725464e-07
"VJ" 0.00717674892264332 0.00421665144294383 0.00553039770394389 0.00348919434114318 0.010781889216518 993 2.12611693684828 0.0334935240212025
"VM" 0 0 2.33613000922393e-06 2.30106869065219e-06 0 993 -Inf 0
"VP" 0.000129172553153886 0.000102123678853893 9.69784394116877e-05 7.79594225292099e-05 0.00174604552400379 993 0.436106435450069 0.66275950820767
"VS" 0.00184813493769971 0.00136734640537211 0.000709869563601449 0.000557623630055539 0.00681527816460049 993 3.74392717981907 0.000181166179106134
"VX" 0.045853533930546 0.0221060031727196 0.0208230476978664 0.0115789647310228 0.0372098327207801 993 8.91503629205955 4.8765652156461e-19
"VY" 0.0181477450197844 0.0127237042534842 0.0198587551968912 0.0141174246589713 0.0301966511299414 993 -1.45442557054904 0.145828354875578
"WC" 0.0032834688011158 0.00208007885310333 0.00513010648975838 0.00336985914629686 0.009476845325854 993 -4.28870889679413 1.79714727104504e-05
"WE" 0.00228243661475373 0.0019024294666305 0.00169501808089471 0.00137480935091114 0.0111024461529466 993 1.49753607641926 0.134253825696995
