"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"AA" 0.000858305101620206 0.000773939622908792 0.000541798944307156 0.000490663214959235 0.008645369294323 600 0.802606149052006 0.42220241311983
"AC" 0 0 2.82119782862262e-05 2.77799842296961e-05 0 600 -Inf 0
"AD" 0 0 2.33257216466817e-05 2.17200581217208e-05 0 600 -Inf 0
"AE" 0 0 1.03586102231868e-06 9.89436044873749e-07 0 600 -Inf 0
"AF" 0 0 5.84405867498986e-07 5.76572786591426e-07 0 600 -Inf 0
"AH" 0 0 2.24544750694837e-05 2.06719304214323e-05 0 600 -Inf 0
"AI" 0 0 2.46352764742975e-06 2.42338709847183e-06 0 600 -Inf 0
"AM" 0 0 3.232354135111e-06 3.08060064230364e-06 0 600 -Inf 0
"AQ" 0.00025475040257649 0.000223717410199283 0.000298107507279774 0.000263939046199967 0.00411745532161533 600 -0.239280033724771 0.810888446561369
"AY" 0.000788663708311965 0.00045368687486956 0.00106012364418576 0.000616243707741894 0.00331853039900915 600 -1.19987237380435 0.230188910693954
"AZ" 0 0 2.74633931872783e-05 2.24911749019958e-05 0 600 -Inf 0
"BA" 0.004795233606409 0.00311380170714633 0.0114846257403052 0.00746080485233274 0.0160626199021025 600 -6.62901798142318 3.37927420585235e-11
"BD" 0 0 2.60053050788412e-06 2.52365750789386e-06 0 600 -Inf 0
"BF" 0 0 0.00015587113756298 0.000140337488715823 0 600 -Inf 0
"BI" 0 0 1.01819568256881e-05 1.00245021685342e-05 0 600 -Inf 0
"BK" 0 0 2.1170492168833e-06 2.07177544763316e-06 0 600 -Inf 0
"BM" 0 0 1.43216466835786e-06 1.41165674750424e-06 0 600 -Inf 0
"BP" 6.94444444444444e-05 6.65478184331132e-05 6.1487240726853e-06 5.87334457723669e-06 0.00162992415464613 600 0.911830780193586 0.361857804460635
"BQ" 0 0 7.99825995644385e-06 6.91274739917147e-06 0 600 -Inf 0
"BU" 0 0 1.14416364684455e-05 1.14293292904767e-05 0 600 -Inf 0
"BV" 1.51515151515152e-05 9.06662926964693e-06 0.0010931546181501 0.000619457075103851 0.000222010053697371 600 -67.3458301218113 0
"CN" 0.00423136267841824 0.0023395180937616 0.00816902258571579 0.00428097560301688 0.010314435901578 600 -4.61060624192026 4.01496385831323e-06
"CO" 0.0010618654140912 0.00084229426595406 0.0015711359141938 0.00126247389472691 0.00621670185448533 600 -1.65558155256063 0.0978065885410226
"CQ" 0.0229806096758127 0.0164393920350119 0.0181105261189343 0.0132723878280715 0.0375865370043298 600 2.06391568325596 0.0390257114829517
"CT" 0.000150584181373171 0.000103292941210079 9.96568398123166e-05 7.05035081320806e-05 0.00115654105790322 600 0.694461986000269 0.487392532388016
"CU" 0.00182439276280734 0.00112504997917856 0.00219520276223997 0.00138048280306171 0.00532066724150314 600 -1.17594289150689 0.239617697649128
"DA" 0.00305199308173736 0.00223999257983022 0.00240068518781632 0.00180187787214754 0.0105861397402037 600 1.0137382548953 0.310707664918261
"DB" 0.00147473504928749 0.00116484179638356 0.00177799009562748 0.00143235830588903 0.00746744856758859 600 -0.877513839068066 0.380207605391907
"DE" 0.000208333333333333 0.000186743775118572 0.000121425147059773 0.000109966110605272 0.00457294235919449 600 0.411258412916677 0.680883060327013
"DI" 0 0 2.41393190941796e-05 2.3889204992611e-05 0 600 -Inf 0
"DK" 0 0 5.0645101093316e-06 5.04294563629493e-06 0 600 -Inf 0
"DM" 0.0135537599086374 0.0102241161218461 0.0175441965411795 0.0135299708075342 0.0377744623804436 600 -2.14368561018014 0.0320580859623241
"DQ" 0.0134785356065546 0.0104537773450384 0.00753295033625412 0.00611749434372815 0.0334278095861234 600 3.17749827614307 0.00148551573048321
"DR" 0.0092142287100775 0.00652077823912593 0.00885587091096486 0.00644525197408282 0.0202456339513009 600 0.091378127244034 0.927192140957973
"DS" 0.00473644642900508 0.0031466745776507 0.00634352446631275 0.00429779402917863 0.0169622916329242 600 -1.6623079889529 0.0964510367913144
"DT" 0 0 5.22660052831842e-06 5.19231249349352e-06 0 600 -Inf 0
"DW" 0 0 5.60180369546591e-05 5.15174516081778e-05 0 600 -Inf 0
"DX" 0.000629656527682843 0.000480575608861392 0.000639053278954281 0.000491457720008116 0.00580494463126967 600 -0.0459188180540784 0.963374955358554
"DY" 0.00017645656453796 0.000165486538734656 0.000354251601454558 0.000332699832672435 0.00271603927022579 600 -1.50803139279915 0.13154649262295
"EA" 0.000104232804232804 9.73970973665663e-05 0.000303893024080559 0.000284392007796899 0.00149471634070398 600 -3.06440829325536 0.00218101029999851
"EC" 0 0 3.45790461501333e-05 3.36079086745473e-05 0 600 -Inf 0
"EE" 9.09090909090909e-05 8.56477798738893e-05 0.000105946076751678 9.99416980676422e-05 0.00209728296645856 600 -0.166943643560419 0.867414392390546
"EI" 0 0 5.48543636233514e-05 5.33450265676283e-05 0 600 -Inf 0
"EN" 0 0 0 0 0 600 NA NA
"EO" 0 0 1.21884272346019e-06 1.20962131095275e-06 0 600 -Inf 0
