"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"AA" 0.00350363404206316 0.00318420252443252 0.00138998831315863 0.00126223401351721 0.0404662802731426 1030 1.52430402075691 0.127432783234825
"AC" 0.000216509397103646 0.0002108259554468 0.000296913510688844 0.000289428402764521 0.00404565027721297 1030 -0.623542906048308 0.532927816069669
"AD" 0.000107409887289365 9.76830260320493e-05 0.000184348350602918 0.000166868220155874 0.00228190447904435 1030 -0.973048114369229 0.330529389592227
"AE" 0 0 5.7752946626096e-06 5.3819933443675e-06 0 1030 -Inf 0
"AF" 0 0 1.99178401148043e-06 1.96032593430566e-06 0 1030 -Inf 0
"AH" 1.54106950223455e-05 1.37447932816304e-05 0.0001253150568421 0.000111061371754029 0.000441101614135141 1030 -7.08054678304599 1.43586779542773e-12
"AI" 9.71015230723969e-05 9.47854319806994e-05 3.69893901003534e-05 3.61296993502895e-05 0.00176491747734995 1030 1.0666075959017 0.286149069011668
"AM" 0 0 2.02320901099452e-05 1.87760584863334e-05 0 1030 -Inf 0
"AQ" 7.14138418395255e-05 6.38451623894067e-05 0.00019772695705432 0.000175899183090338 0.0010731648753009 1030 -3.35103996252449 0.000805086832526868
"AY" 0.0018447925019061 0.000950207076165848 0.00190577135691489 0.000950061926422228 0.00404010974972966 1030 0.00115303296142383 0.999080013005835
"AZ" 1.32996409096954e-05 1.0566051891788e-05 4.67976946305248e-05 3.6858876988748e-05 0.000339071429931857 1030 -2.48865484005816 0.0128227386717879
"BA" 0.00538822186554324 0.0037356737966742 0.00637432261937953 0.00436478266691346 0.0263041161640136 1030 -0.767574798391995 0.442739839491555
"BD" 0 0 3.02898004767252e-05 2.87148811198094e-05 0 1030 -Inf 0
"BF" 0.0001143037712617 0.000101915531715282 0.000152119477694626 0.00013569402239733 0.00258352289920733 1030 -0.419610683702626 0.674769882365099
"BI" 9.22007394499304e-07 9.03492214381483e-07 8.26552537215794e-06 8.09482263502068e-06 2.89963056851477e-05 1030 -7.95948899481375 1.72751234306871e-15
"BK" 0 0 8.47353196500084e-07 8.25661290076059e-07 0 1030 -Inf 0
"BM" 0 0 1.39603956647355e-06 1.37756529931772e-06 0 1030 -Inf 0
"BP" 6.7801631797256e-05 6.37829170944554e-05 6.69960972802511e-06 6.3073352577832e-06 0.00147344636329228 1030 1.25189428709098 0.210608386746337
"BQ" 1.36742786817995e-05 1.13773096212117e-05 1.66355096632502e-05 1.39411455228384e-05 0.000365087550823634 1030 -0.225378151680803 0.821685106869658
"BU" 0 0 2.9694526350828e-05 2.96336978197e-05 0 1030 -Inf 0
"BV" 0.00271229924194309 0.00128129841913059 0.00511817102943807 0.00243630438080381 0.00496924452814326 1030 -7.45954726509896 8.6820281165014e-14
"CN" 0.0195942100582063 0.00846760358660757 0.023298531841204 0.0100200442122319 0.0140316581236697 1030 -3.55078696448753 0.000384081170604188
"CO" 0.00648714608496947 0.00478373631423802 0.00552542569458063 0.00401883198433284 0.0162085794012632 1030 1.51454010824537 0.129888909285934
"CQ" 0.0506029285558025 0.0324897981758655 0.0556218672644912 0.0348999106943605 0.0454924391744635 1030 -1.70026536346747 0.0890810223960442
"CT" 0.000100151814918377 6.68948178271335e-05 0.00021759138969873 0.000142117998803227 0.000915759242078598 1030 -2.6362645915472 0.00838243405503133
"CU" 0.00654403510039761 0.00352151957103483 0.00811301984354872 0.00424613951223092 0.00806338786107661 1030 -2.88410683170654 0.00392525566668413
"DA" 0.00674328320623255 0.00449401994931139 0.00641944644008942 0.00418369482263549 0.0139370545919755 1030 0.714602535008816 0.474854677882155
"DB" 0.00320560630493116 0.00239879223058752 0.00341903438651951 0.00252324436717022 0.00990680512652033 1030 -0.403169202021252 0.686823754650829
"DE" 7.80033193098776e-05 6.71257881889416e-05 0.000366226825083344 0.000312854985538813 0.0011818276318822 1030 -6.67300168605941 2.50623511580299e-11
"DI" 5.39374325782093e-05 5.31654581750757e-05 4.36974994387372e-05 4.31623294536107e-05 0.00170590186776706 1030 0.188191682510994 0.850726392395739
"DK" 3.59582883854728e-05 3.57617860163262e-05 1.21072495997553e-05 1.20528501243557e-05 0.00114763069500509 1030 0.663022885473403 0.50731589706428
"DM" 0.00602932667642929 0.00472831756620813 0.00637818119721692 0.00494350069236105 0.0230546283497378 1030 -0.299549569204079 0.764520756459758
"DQ" 0.00417820814768086 0.00357580834617531 0.00420894568214781 0.00357736033760887 0.024650621802781 1030 -0.00202059862659259 0.998387796649318
"DR" 0.0242140926275477 0.0156886835933708 0.0269475247730445 0.017051078177572 0.0290848679459166 1030 -1.50333034751001 0.132753878099568
"DS" 0.00237769305262183 0.00179021125314921 0.00284008926512511 0.00210912901256842 0.012250566408562 1030 -0.83548979134222 0.403441992452808
"DT" 0 0 8.34740427403974e-06 8.25515320693771e-06 0 1030 -Inf 0
"DW" 1.54106950223455e-05 1.37004262080443e-05 0.000253844155734038 0.000224231125239389 0.000439678490747053 1030 -15.3673444042246 2.71053547750376e-53
"DX" 0.00117582247560001 0.0008339379913751 0.00176939566978014 0.00123556586422601 0.00528184118371627 1030 -2.44037809956319 0.0146718967149826
"DY" 0.00123680189793664 0.00112961521701443 0.000931643288636804 0.000847219815848979 0.00731048561586692 1030 1.23973826288341 0.215072219761127
"EA" 0.000293202605382965 0.000266785241848465 0.000823993316696495 0.000746679609273743 0.00237602791849031 1030 -6.4820552080259 9.04815167554463e-11
"EC" 5.71926436758183e-05 5.47945494281412e-05 8.54435351291298e-05 8.16706497648755e-05 0.00161987087435209 1030 -0.532481433392037 0.594392597682099
"EE" 0.000355938858771841 0.000327358400216638 0.000392428128242701 0.000359364382564211 0.00378927114713397 1030 -0.271077886369147 0.786331129141433
"EI" 0.000231487752109944 0.000221570418881302 0.000181205599896664 0.000173067881164852 0.00322902949668257 1030 0.482071061930385 0.629755466065035
"EN" 0 0 0 0 0 1030 NA NA
"EO" 0 0 3.12103530983298e-07 3.09255386389034e-07 0 1030 -Inf 0
"EP" 0.00566813395450538 0.00522905448793648 0.00449297289959411 0.00414836923427894 0.0227223164964427 1030 1.52638901886057 0.126913010790031
"EQ" 0.012925632008401 0.0087146367753533 0.00566341788443326 0.00399035866503666 0.0344273937556051 1030 4.40402647938502 1.06259964720938e-05
"ER" 0.000711010149681651 0.000609319630902518 0.000715079042883843 0.000613694403993241 0.0042721580314356 1030 -0.0328644853063284 0.973782654107611
"ES" 0.000178372035806885 0.000172687110308295 0.000257543714000854 0.000249567590000123 0.00295676946046155 1030 -0.834482498887777 0.404009145377228
"ET" 0.000119717663315622 0.000113024107097925 0.000320051724675177 0.000302355305728194 0.00180470122455051 1030 -3.36694082576814 0.000760069957649276
"EU" 0.000494687470047582 0.000465818547476099 0.00011173494646195 0.000105982209990631 0.00630471215775502 1030 1.83171695954648 0.0669936005922277
